p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,sub_point_squared,serve_no_squared,player1_quality,player2_quality,elo1,elo2,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared
0,1,-1,1,0,0,0,2,0,2,1,1,47,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.493119266,0.506880734,0.495060105,0.504939895,0.490121174,0.509878826,0.486241138,0.513758862
0,1,-1,1,0,0,0,2,1,2,1,2,47,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.424131627,0.575868373,0.490337513,0.509662487,0.480682241,0.519317759,0.351678221,0.648321779
0,1,-1,1,0,0,0,2,2,2,1,2,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.424131627,0.575868373,0.496722966,0.503277034,0.493446214,0.506553786,0.351678221,0.648321779
0,1,-1,1,0,0,0,2,3,2,1,2,47,48,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.424131627,0.575868373,0.502388746,0.497611254,0.504777384,0.495222616,0.351678221,0.648321779
0,1,-1,2,0,1,-1,0,0,1,1,2,47,49,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.424131627,0.575868373,0.507403116,0.492596884,0.514802986,0.485197014,0.351678221,0.648321779
0,1,-1,2,0,1,-1,1,0,1,1,1,48,49,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.533837169,0.466162831,0.511847238,0.488152762,0.523681181,0.476318819,0.567365816,0.432634184
0,1,-1,2,0,1,-1,1,1,1,1,2,48,50,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.533837169,0.466162831,0.505223591,0.494776409,0.510446041,0.489553959,0.567365816,0.432634184
0,1,-1,2,0,1,-1,2,1,1,1,1,49,50,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.533837169,0.466162831,0.509913917,0.490086083,0.519820042,0.480179958,0.567365816,0.432634184
0,1,-1,2,0,1,-1,2,2,1,1,2,49,51,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.533837169,0.466162831,0.503500793,0.496499207,0.507001242,0.492998758,0.567365816,0.432634184
0,1,-1,2,0,1,-1,3,2,1,1,1,50,51,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.533837169,0.466162831,0.497809391,0.502190609,0.495618866,0.504381134,0.567365816,0.432634184
0,1,-1,3,1,1,0,0,0,2,2,1,51,51,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.607476636,0.392523364,0.492772267,0.507227733,0.485547554,0.514452446,0.70546001,0.29453999
0,1,-1,3,1,1,0,1,0,2,1,1,52,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0.607476636,0.392523364,0.488308456,0.511691544,0.47662969,0.52337031,0.70546001,0.29453999
0,1,-1,3,1,1,0,2,0,2,1,1,53,51,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.607476636,0.392523364,0.494915306,0.505084694,0.489831663,0.510168337,0.70546001,0.29453999
0,1,-1,3,1,1,0,2,1,2,1,2,53,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.607476636,0.392523364,0.50078746,0.49921254,0.501574917,0.498425083,0.70546001,0.29453999
0,1,-1,3,1,1,0,3,1,2,1,1,54,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.607476636,0.392523364,0.505985946,0.494014054,0.511970176,0.488029824,0.70546001,0.29453999
0,1,-1,3,1,1,0,3,2,2,1,2,54,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.464560205,0.535439795,0.510589798,0.489410202,0.5211701,0.4788299,0.429474723,0.570525277
0,1,-1,4,2,1,1,0,0,1,1,1,55,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.464560205,0.535439795,0.514680883,0.485319117,0.529336475,0.470663525,0.429474723,0.570525277
