p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,sub_point_squared,serve_no_squared,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared
0,0,0,4,2,1,1,0,0,2,2,2,13,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.334038055,0.665961945,0.525605428,0.474394572,4,4,0.551076904,0.448923096,0.201016193,0.798983807
0,0,0,4,2,1,1,0,1,2,1,2,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334038055,0.665961945,0.515973032,0.484026968,1,1,0.531913495,0.468086505,0.201016193,0.798983807
0,0,0,4,2,1,1,0,2,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334038055,0.665961945,0.507323226,0.492676774,0,1,0.514643311,0.485356689,0.201016193,0.798983807
0,0,0,4,2,1,1,0,3,2,1,2,13,14,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334038055,0.665961945,0.499630597,0.500369403,1,1,0.499261195,0.500738805,0.201016193,0.798983807
0,0,0,5,2,2,0,0,0,1,1,1,14,14,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693498452,0.306501548,0.492819387,0.507180613,0,1,0.485641735,0.514358265,0.836587358,0.163412642
0,0,0,5,2,2,0,1,0,1,1,1,15,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693498452,0.306501548,0.500495838,0.499504162,1,1,0.500991676,0.499008324,0.836587358,0.163412642
0,0,0,5,2,2,0,2,0,1,1,1,16,14,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.693498452,0.306501548,0.507292493,0.492707507,4,1,0.514581884,0.485418116,0.836587358,0.163412642
0,0,0,5,2,2,0,3,0,1,2,2,16,15,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.693498452,0.306501548,0.513310827,0.486689173,1,4,0.5266028,0.4733972,0.836587358,0.163412642
0,0,0,5,2,2,0,3,1,1,2,2,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693498452,0.306501548,0.504949661,0.495050339,0,4,0.509898351,0.490101649,0.836587358,0.163412642
0,0,0,5,2,2,0,3,2,1,1,2,16,17,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.693498452,0.306501548,0.497527381,0.502472619,1,1,0.495054882,0.504945118,0.836587358,0.163412642
0,0,0,5,2,2,0,3,3,1,2,1,17,17,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.693498452,0.306501548,0.490958149,0.509041851,0,4,0.48192221,0.51807779,0.836587358,0.163412642
0,0,0,5,2,2,0,4,3,1,1,1,18,17,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.693498452,0.306501548,0.498844938,0.501155062,1,1,0.497689887,0.502310113,0.836587358,0.163412642
0,0,0,6,3,2,1,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360315893,0.639684107,0.505831641,0.494168359,0,1,0.511661696,0.488338304,0.240857015,0.759142985
0,0,0,6,3,2,1,0,1,2,2,1,19,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.360315893,0.639684107,0.498308649,0.501691351,1,4,0.496617337,0.503382663,0.240857015,0.759142985
0,0,0,6,3,2,1,1,1,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360315893,0.639684107,0.50535706,0.49464294,0,1,0.510712889,0.489287111,0.240857015,0.759142985
0,0,0,6,3,2,1,1,2,2,1,2,19,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360315893,0.639684107,0.497888226,0.502111774,1,1,0.495776528,0.504223472,0.240857015,0.759142985
0,0,0,6,3,2,1,1,3,2,2,2,19,21,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360315893,0.639684107,0.491277512,0.508722488,4,4,0.482560332,0.517439668,0.240857015,0.759142985
0,0,0,7,3,3,0,0,0,1,2,1,20,21,-1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.694668821,0.305331179,0.485420862,0.514579138,1,4,0.470866493,0.529133507,0.838088849,0.161911151
0,0,0,7,3,3,0,1,0,1,1,1,21,21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.694668821,0.305331179,0.493920315,0.506079685,0,1,0.487842428,0.512157572,0.838088849,0.161911151
0,0,0,7,3,3,0,2,0,1,1,1,22,21,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694668821,0.305331179,0.50147158,0.49852842,1,1,0.502943135,0.497056865,0.838088849,0.161911151
0,0,0,7,3,3,0,3,0,1,2,2,22,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694668821,0.305331179,0.508155932,0.491844068,0,4,0.516307525,0.483692475,0.838088849,0.161911151
0,0,0,7,3,3,0,3,1,1,2,1,23,22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.694668821,0.305331179,0.500369038,0.499630962,1,4,0.500738075,0.499261925,0.838088849,0.161911151
0,0,0,8,4,3,1,0,0,2,1,2,23,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.50718029,0.49281971,0,1,0.514357619,0.485642381,0.155172414,0.844827586
0,0,0,8,4,3,1,0,1,2,2,1,24,23,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.499503875,0.500496125,1,4,0.499007752,0.500992248,0.155172414,0.844827586
0,0,0,8,4,3,1,1,1,2,1,2,24,24,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.506414731,0.493585269,0,1,0.512827351,0.487172649,0.155172414,0.844827586
0,0,0,8,4,3,1,1,2,2,2,1,25,24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0.498825315,0.501174685,1,4,0.497650642,0.502349358,0.155172414,0.844827586
0,0,0,8,4,3,1,2,2,2,2,1,26,24,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.7,0.505814276,0.494185724,4,4,0.51162698,0.48837302,0.155172414,0.844827586
0,0,0,8,4,3,1,3,2,2,2,1,27,24,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.3,0.7,0.512000742,0.487999258,9,4,0.523987666,0.476012334,0.155172414,0.844827586
0,0,0,9,5,3,2,0,0,1,1,1,28,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.517491261,0.482508739,16,1,0.534939763,0.465060237,0.898483599,0.101516401
0,0,0,9,5,3,2,1,0,1,2,2,28,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.522387259,0.477612741,9,4,0.544684936,0.455315064,0.898483599,0.101516401
0,0,0,9,5,3,2,1,1,1,1,1,29,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.513071093,0.486928907,16,1,0.526124332,0.473875668,0.898483599,0.101516401
0,0,0,9,5,3,2,2,1,1,1,2,29,26,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.518443692,0.481556308,9,1,0.536837261,0.463162739,0.898483599,0.101516401
0,0,0,9,5,3,2,2,2,1,1,1,30,26,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.748427673,0.251572327,0.509531974,0.490468026,16,1,0.519057022,0.480942978,0.898483599,0.101516401
0,0,0,9,5,3,2,3,2,1,1,2,30,27,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.515297587,0.484702413,9,1,0.530566561,0.469433439,0.898483599,0.101516401
0,0,0,9,5,3,2,3,3,1,1,1,31,27,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.506720417,0.493279583,16,1,0.513438406,0.486561594,0.898483599,0.101516401
0,0,0,9,5,3,2,4,3,1,2,2,31,28,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.748427673,0.251572327,0.512803709,0.487196291,9,4,0.525590638,0.474409362,0.898483599,0.101516401
0,0,0,9,5,3,2,3,3,1,1,2,31,29,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.748427673,0.251572327,0.504498205,0.495501795,4,1,0.508995682,0.491004318,0.898483599,0.101516401
0,0,0,9,5,3,2,3,4,1,1,1,32,29,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.748427673,0.251572327,0.497127575,0.502872425,9,1,0.494255339,0.505744661,0.898483599,0.101516401
0,0,0,9,5,3,2,3,3,1,1,1,33,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748427673,0.251572327,0.504311758,0.495688242,16,1,0.508622874,0.491377126,0.898483599,0.101516401
0,0,0,9,5,3,2,4,3,1,1,1,34,29,5,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.748427673,0.251572327,0.510669953,0.489330047,25,1,0.521330193,0.478669807,0.898483599,0.101516401
1,0,1,1,0,0,0,0,0,2,1,2,34,30,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395393474,0.604606526,0.516308256,0.483691744,16,1,0.53258185,0.46741815,0.299560218,0.700439782
1,0,1,1,0,0,0,0,1,2,1,2,34,31,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395393474,0.604606526,0.507622559,0.492377441,9,1,0.515241576,0.484758424,0.299560218,0.700439782
1,0,1,1,0,0,0,0,2,2,1,2,34,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.395393474,0.604606526,0.499896006,0.500103994,4,1,0.499792011,0.500207989,0.299560218,0.700439782
1,0,1,1,0,0,0,0,3,2,1,2,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395393474,0.604606526,0.49305424,0.50694576,1,1,0.486111159,0.513888841,0.299560218,0.700439782
1,0,1,2,0,1,-1,0,0,1,1,1,35,33,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.486996552,0.513003448,4,1,0.474010682,0.525989318,0.888454335,0.111545665
1,0,1,2,0,1,-1,1,0,1,2,1,36,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.495324004,0.504675996,9,4,0.490648826,0.509351174,0.888454335,0.111545665
1,0,1,2,0,1,-1,2,0,1,2,2,36,34,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.502714982,0.497285018,4,4,0.505429805,0.494570195,0.888454335,0.111545665
1,0,1,2,0,1,-1,2,1,1,1,2,36,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.495548886,0.504451114,1,1,0.491098478,0.508901522,0.888454335,0.111545665
1,0,1,2,0,1,-1,2,2,1,1,1,37,35,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.489206648,0.510793352,4,1,0.47842335,0.52157665,0.888454335,0.111545665
1,0,1,2,0,1,-1,3,2,1,2,2,37,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.497289578,0.502710422,1,4,0.494579316,0.505420684,0.888454335,0.111545665
1,0,1,2,0,1,-1,3,3,1,2,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.738372093,0.261627907,0.490747673,0.509252327,0,4,0.48150168,0.51849832,0.888454335,0.111545665
1,0,1,2,0,1,-1,3,4,1,1,2,37,38,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.738372093,0.261627907,0.484950653,0.515049347,1,1,0.469928548,0.530071452,0.888454335,0.111545665
1,0,1,3,0,2,-2,0,0,2,1,2,37,39,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383561644,0.616438356,0.479793545,0.520206455,4,1,0.459652984,0.540347016,0.279102884,0.720897116
1,0,1,3,0,2,-2,0,1,2,1,2,37,40,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383561644,0.616438356,0.475180752,0.524819248,9,1,0.450483513,0.549516487,0.279102884,0.720897116
1,0,1,3,0,2,-2,0,2,2,1,2,37,41,-4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383561644,0.616438356,0.471029633,0.528970367,16,1,0.442253129,0.557746871,0.279102884,0.720897116
1,0,1,3,0,2,-2,0,3,2,2,2,37,42,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.383561644,0.616438356,0.467270696,0.532729304,25,4,0.434820674,0.565179326,0.279102884,0.720897116
1,0,1,4,0,3,-3,0,0,1,2,2,37,43,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.4638463,0.5361537,36,4,0.428068683,0.571931317,0.890179209,0.109820791
1,0,1,4,0,3,-3,0,1,1,1,1,38,43,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.460708873,0.539291127,25,1,0.421900026,0.578099974,0.890179209,0.109820791
1,0,1,4,0,3,-3,1,1,1,1,1,39,43,-4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.471526624,0.528473376,16,1,0.443237325,0.556762675,0.890179209,0.109820791
1,0,1,4,0,3,-3,2,1,1,1,2,39,44,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.481429441,0.518570559,25,1,0.462910047,0.537089953,0.890179209,0.109820791
1,0,1,4,0,3,-3,2,2,1,2,2,39,45,-6,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.740061162,0.259938838,0.476646963,0.523353037,36,4,0.453395592,0.546604408,0.890179209,0.109820791
1,0,1,4,0,3,-3,2,3,1,2,1,40,45,-5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.740061162,0.259938838,0.472351919,0.527648081,25,4,0.444872399,0.555127601,0.890179209,0.109820791
1,0,1,4,0,3,-3,3,3,1,1,1,41,45,-4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.482178058,0.517821942,16,1,0.464401344,0.535598656,0.890179209,0.109820791
1,0,1,4,0,3,-3,4,3,1,2,1,42,45,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740061162,0.259938838,0.491024447,0.508975553,9,4,0.482054676,0.517945324,0.890179209,0.109820791
1,0,1,5,1,3,-2,0,0,2,1,2,42,46,-4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.498903775,0.501096225,16,1,0.49780756,0.50219244,0.20902797,0.79097203
1,0,1,5,1,3,-2,0,1,2,1,2,42,47,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.339528234,0.660471766,0.492176229,0.507823771,25,1,0.484356288,0.515643712,0.20902797,0.79097203
1,0,1,5,1,3,-2,0,2,2,2,1,43,47,-4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.486218085,0.513781915,16,4,0.472457096,0.527542904,0.20902797,0.79097203
1,0,1,5,1,3,-2,1,2,2,1,1,44,47,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.494630773,0.505369227,9,1,0.489262784,0.510737216,0.20902797,0.79097203
1,0,1,5,1,3,-2,2,2,2,1,1,45,47,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.502100996,0.497899004,4,1,0.504201918,0.495798082,0.20902797,0.79097203
1,0,1,5,1,3,-2,3,2,2,1,2,45,48,-3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.339528234,0.660471766,0.508712949,0.491287051,9,1,0.517420609,0.482579391,0.20902797,0.79097203
1,0,1,5,1,3,-2,3,3,2,2,1,46,48,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.500863197,0.499136803,4,4,0.501726389,0.498273611,0.20902797,0.79097203
1,0,1,5,1,3,-2,4,3,2,1,2,46,49,-3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.339528234,0.660471766,0.507617564,0.492382436,9,1,0.515231592,0.484768408,0.20902797,0.79097203
1,0,1,5,1,3,-2,3,3,2,1,2,46,50,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339528234,0.660471766,0.499891576,0.500108424,16,1,0.499783151,0.500216849,0.20902797,0.79097203
1,0,1,5,1,3,-2,3,4,2,1,2,46,51,-5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.339528234,0.660471766,0.49305032,0.50694968,25,1,0.486103324,0.513896676,0.20902797,0.79097203
1,0,1,6,1,4,-3,0,0,1,2,2,46,52,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.486993077,0.513006923,36,4,0.474003747,0.525996253,0.916253717,0.083746283
1,0,1,6,1,4,-3,0,1,1,1,1,47,52,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.481613433,0.518386567,25,1,0.463276526,0.536723474,0.916253717,0.083746283
1,0,1,6,1,4,-3,1,1,1,2,2,47,53,-6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.490519166,0.509480834,36,4,0.481045148,0.518954852,0.916253717,0.083746283
1,0,1,6,1,4,-3,1,2,1,1,1,48,53,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.484747813,0.515252187,25,1,0.469523985,0.530476015,0.916253717,0.083746283
1,0,1,6,1,4,-3,2,2,1,1,1,49,53,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.493320086,0.506679914,16,1,0.486642556,0.513357444,0.916253717,0.083746283
1,0,1,6,1,4,-3,3,2,1,1,2,49,54,-5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.500939667,0.499060333,25,1,0.501879327,0.498120673,0.916253717,0.083746283
1,0,1,6,1,4,-3,3,3,1,1,1,50,54,-4,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.767857143,0.232142857,0.493977754,0.506022246,16,1,0.487957255,0.512042745,0.916253717,0.083746283
1,0,1,6,1,4,-3,4,3,1,2,1,51,54,-3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767857143,0.232142857,0.501522474,0.498477526,9,4,0.50304492,0.49695508,0.916253717,0.083746283
1,0,1,7,2,4,-2,0,0,2,1,1,52,54,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.288939052,0.711060948,0.50820097,0.49179903,4,1,0.516397528,0.483602472,0.14171907,0.85828093
1,0,1,7,2,4,-2,1,0,2,1,2,52,55,-3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.288939052,0.711060948,0.514116465,0.485883535,9,1,0.528210443,0.471789557,0.14171907,0.85828093
1,0,1,7,2,4,-2,1,1,2,1,2,52,56,-4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.288939052,0.711060948,0.5056673,0.4943327,16,1,0.511333144,0.488666856,0.14171907,0.85828093
1,0,1,7,2,4,-2,1,2,2,1,2,52,57,-5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.288939052,0.711060948,0.498163053,0.501836947,25,1,0.496326155,0.503673845,0.14171907,0.85828093
