sub_set,sub_game,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,nextpoint_victor
0,1,2,2,1,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.75,1555.16939,1362.945889,0
0,1,2,1,2,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.75,1565.110144,1353.005135,0
0,1,2,1,2,9,9,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.633333333,5.75,1534.220743,1383.894536,1
0,0,1,1,1,10,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59375,1.4,1506.069678,1412.045601,1
0,0,1,1,1,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59375,1.4,1520.785589,1397.329691,0
0,0,1,1,2,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59375,1.4,1533.963627,1384.151652,1
0,0,1,1,1,12,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.59375,1.4,1505.837262,1412.278017,1
0,0,1,2,1,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59375,1.4,1520.578071,1397.537208,0
0,1,2,2,2,13,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.25,1533.77723,1384.338049,0
0,1,2,1,2,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.25,1505.668789,1412.44649,0
0,1,2,1,2,13,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.25,1480.427658,1437.687621,0
0,1,2,1,2,13,14,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633333333,5.25,1457.97968,1460.1356,1
0,0,1,1,1,14,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.393939394,1.5,1438.103783,1480.011496,1
0,0,1,1,1,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.393939394,1.5,1460.504553,1457.610726,1
0,0,1,1,1,16,14,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.393939394,1.5,1480.337975,1437.777304,0
0,0,1,2,2,16,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.393939394,1.5,1497.900167,1420.215112,0
0,0,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.393939394,1.5,1473.50132,1444.613959,0
0,0,1,1,2,16,17,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.393939394,1.5,1451.842251,1466.273028,1
0,0,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.393939394,1.5,1432.672476,1485.442803,1
0,0,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.393939394,1.5,1455.687034,1462.428245,0
0,1,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703703704,4.8,1476.075041,1442.040238,1
0,1,2,2,1,19,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.703703704,4.8,1454.122083,1463.993196,0
0,1,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703703704,4.8,1474.690157,1443.425122,0
0,1,2,1,2,19,20,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703703704,4.8,1452.89524,1465.220039,0
0,1,2,2,2,19,21,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703703704,4.8,1433.604415,1484.510864,1
0,0,1,2,1,20,21,-1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.185185185,1.4,1416.514034,1501.601245,1
0,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.185185185,1.4,1441.316419,1476.79886,1
0,0,1,1,1,22,21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.185185185,1.4,1463.351881,1454.763398,0
0,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.185185185,1.4,1482.857589,1435.25769,1
0,0,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.185185185,1.4,1460.134534,1457.980745,0
0,1,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.666666667,1480.010554,1438.104725,1
0,1,2,2,1,24,23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4.666666667,1457.609891,1460.505388,0
0,1,2,1,2,24,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.666666667,1477.776565,1440.338714,1
0,1,2,2,1,25,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4.666666667,1455.629772,1462.485507,1
0,1,2,2,1,26,24,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4.666666667,1476.024368,1442.090911,1
0,1,2,2,1,27,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,4.666666667,1494.077189,1424.03809,1
0,2,1,1,1,28,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1510.099155,1408.016124,0
0,2,1,2,2,28,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1524.386243,1393.729036,1
0,2,1,1,1,29,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1497.200595,1420.914684,0
0,2,1,1,2,29,26,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1512.87846,1405.236819,1
0,2,1,1,1,30,26,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.966666667,1.333333333,1486.873038,1431.242241,0
0,2,1,1,2,30,27,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1503.697761,1414.417518,1
0,2,1,1,1,31,27,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1478.668591,1439.446689,0
0,2,1,2,2,31,28,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.966666667,1.333333333,1496.420339,1421.69494,0
0,2,1,1,2,31,29,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.966666667,1.333333333,1472.183921,1445.931358,1
0,2,1,1,1,32,29,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.966666667,1.333333333,1450.675572,1467.439707,1
0,2,1,1,1,33,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.966666667,1.333333333,1471.639845,1446.475434,1
0,2,1,1,1,34,29,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.966666667,1.333333333,1490.193793,1427.921486,0
1,0,2,1,2,34,30,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433333333,5.25,1506.64701,1411.46827,0
1,0,2,1,2,34,31,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433333333,5.25,1481.301146,1436.814133,0
1,0,2,1,2,34,32,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.433333333,5.25,1458.754172,1459.361107,0
1,0,2,1,2,34,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433333333,5.25,1438.78911,1479.326169,1
1,-1,1,1,1,35,33,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1421.112079,1497.0032,1
1,-1,1,2,1,36,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1445.412545,1472.702735,0
1,-1,1,2,2,36,34,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1466.980271,1451.135008,0
1,-1,1,1,2,36,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1446.068776,1472.046503,1
1,-1,1,1,1,37,35,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1427.561394,1490.553885,0
1,-1,1,2,2,37,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1451.148316,1466.966963,0
1,-1,1,2,2,37,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.175,1.125,1432.058282,1486.056997,0
1,-1,1,1,2,37,38,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.175,1.125,1415.141909,1502.97337,0
1,-2,2,1,2,37,39,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.5,1400.092873,1518.022406,0
1,-2,2,1,2,37,40,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.5,1386.632214,1531.483065,0
1,-2,2,1,2,37,41,-4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.5,1374.518768,1543.596511,0
1,-2,2,2,2,37,42,-5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8,4.5,1363.549757,1554.565522,0
1,-3,1,2,2,37,43,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1353.556976,1564.558303,1
1,-3,1,1,1,38,43,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1344.401601,1573.713678,1
1,-3,1,1,1,39,43,-4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1375.969045,1542.146234,0
1,-3,1,1,2,39,44,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1404.866609,1513.24867,0
1,-3,1,2,2,39,45,-6,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.558823529,1.25,1390.910786,1527.204494,1
1,-3,1,2,1,40,45,-5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3.558823529,1.25,1378.377351,1539.737928,1
1,-3,1,1,1,41,45,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1407.051159,1511.06412,1
1,-3,1,2,1,42,45,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.558823529,1.25,1432.86594,1485.249339,0
1,-2,2,1,2,42,46,-4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878787879,5.6,1455.858728,1462.256551,0
1,-2,2,1,2,42,47,-5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.878787879,5.6,1436.226974,1481.888305,1
1,-2,2,2,1,43,47,-4,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.878787879,5.6,1418.840423,1499.274857,1
1,-2,2,1,1,44,47,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.878787879,5.6,1443.389616,1474.725663,1
1,-2,2,1,1,45,47,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.878787879,5.6,1465.188589,1452.92669,0
1,-2,2,1,2,45,48,-3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2.878787879,5.6,1484.48303,1433.632249,1
1,-2,2,2,1,46,48,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878787879,5.6,1461.576548,1456.538731,0
1,-2,2,1,2,46,49,-3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2.878787879,5.6,1481.286568,1436.828711,0
1,-2,2,1,2,46,50,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878787879,5.6,1458.741245,1459.374034,0
1,-2,2,1,2,46,51,-5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.878787879,5.6,1438.777671,1479.337608,0
1,-3,1,2,2,46,52,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1421.10194,1497.013339,1
1,-3,1,1,1,47,52,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1405.403518,1512.711761,0
1,-3,1,2,2,47,53,-6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1431.391474,1486.723805,1
1,-3,1,1,1,48,53,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1414.55,1503.565279,1
1,-3,1,1,1,49,53,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1439.56488,1478.550399,0
1,-3,1,1,2,49,54,-5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1461.799695,1456.315584,1
1,-3,1,1,1,50,54,-4,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.307692308,1,1441.484031,1476.631248,1
1,-3,1,2,1,51,54,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307692308,1,1463.500394,1454.614885,1
1,-2,2,1,1,52,54,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.133333333,5.25,1482.989014,1435.126265,0
1,-2,2,1,2,52,55,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.133333333,5.25,1500.251111,1417.864168,0
1,-2,2,1,2,52,56,-4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.133333333,5.25,1475.595474,1442.519805,0
1,-2,2,1,2,52,57,-5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.133333333,5.25,1453.697216,1464.418063,1
1,-2,2,1,1,53,57,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133333333,5.25,1434.314162,1483.801117,1
1,-2,2,2,1,54,57,-3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.133333333,5.25,1457.143751,1460.971528,1
1,-2,2,2,1,55,57,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.133333333,5.25,1477.364087,1440.751193,0
1,-2,2,1,2,55,58,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.133333333,5.25,1495.264246,1422.851033,0
1,-2,2,1,2,55,59,-4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.133333333,5.25,1471.155134,1446.960145,1
1,-2,2,1,1,56,59,-3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.133333333,5.25,1449.764606,1468.350673,1
1,-2,2,2,1,57,59,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.133333333,5.25,1470.833487,1447.281792,1
1,-2,2,1,1,58,59,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2.133333333,5.25,1489.479815,1428.635464,1
1,-1,1,1,1,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217391304,1.5,1506.012704,1412.102575,1
1,-1,1,2,1,60,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217391304,1.5,1520.734716,1397.380563,1
1,-1,1,2,1,61,59,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.217391304,1.5,1533.917931,1384.197348,1
1,-1,1,1,1,62,59,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.217391304,1.5,1545.795958,1372.319321,1
1,0,2,1,1,63,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286,5.8,1556.564536,1361.550743,0
1,0,2,1,2,63,60,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286,5.8,1566.385786,1351.729493,0
1,0,2,2,2,63,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286,5.8,1535.393473,1382.721806,0
1,0,2,1,2,63,62,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286,5.8,1507.130129,1410.98515,0
1,0,2,1,2,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785714286,5.8,1481.732657,1436.382622,1
1,-1,1,1,1,64,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1459.136824,1458.978455,0
1,-1,1,2,2,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1479.127708,1438.987571,1
1,-1,1,2,1,65,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1456.827282,1461.287997,1
1,-1,1,1,1,66,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1477.084047,1441.031232,0
1,-1,1,1,2,66,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1495.016098,1423.099182,1
1,-1,1,1,1,67,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368421053,1.166666667,1470.934357,1447.180922,0
1,0,2,1,2,67,66,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1489.569126,1428.546153,0
1,0,2,1,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1466.092042,1452.023237,1
1,0,2,2,1,68,67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4.6,1445.282619,1472.83266,0
1,0,2,1,2,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1466.865211,1451.250068,0
1,0,2,2,2,68,69,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1445.966936,1472.148343,1
1,-1,1,1,1,69,69,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.25,1427.471213,1490.644066,1
1,-1,1,2,1,70,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.25,1451.068182,1467.047097,1
1,-1,1,2,1,71,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.25,1471.987355,1446.127924,1
1,-1,1,1,1,72,69,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1.25,1490.501509,1427.61377,0
1,0,2,1,2,72,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1506.920423,1411.194856,1
1,0,1,1,1,73,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1481.545343,1436.569936,1
1,0,1,2,1,74,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1498.970716,1419.144563,0
1,0,2,1,2,74,71,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1514.454739,1403.66054,0
1,0,2,1,2,74,72,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1488.284657,1429.830622,1
1,0,1,1,1,75,72,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.857142857,3.142857143,1464.951166,1453.164113,1
1,0,1,1,1,76,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1484.272909,1433.84237,0
1,0,2,1,2,76,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1501.390111,1416.725168,0
1,0,2,2,2,76,74,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1476.610638,1441.504641,1
1,0,1,1,1,77,74,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1454.596624,1463.518655,1
1,0,1,1,1,78,74,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.857142857,3.142857143,1475.110105,1443.005174,0
1,0,2,1,2,78,75,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.857142857,3.142857143,1493.267239,1424.848041,0
1,0,2,1,2,78,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1469.378847,1448.736432,0
1,0,1,1,2,78,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,3.142857143,1448.191971,1469.923308,1
0,0,1,2,1,79,77,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.296296296,1.333333333,1429.441298,1488.673981,0
0,0,1,2,2,79,78,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.296296296,1.333333333,1452.81835,1465.296929,1
0,0,1,2,1,80,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.296296296,1.333333333,1433.536366,1484.578913,0
0,0,1,2,2,80,79,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.296296296,1.333333333,1456.453654,1461.661626,1
0,0,1,1,1,81,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.296296296,1.333333333,1436.753426,1481.361853,1
0,0,1,1,1,82,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.296296296,1.333333333,1459.307276,1458.808003,1
0,1,2,1,1,83,79,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.65625,5.333333333,1479.278535,1438.836744,0
0,1,2,1,2,83,80,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.65625,5.333333333,1496.960976,1421.154303,0
0,1,2,2,2,83,81,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1472.665148,1445.450131,1
0,1,2,1,1,84,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1451.101722,1467.013557,1
0,1,2,1,1,85,81,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.65625,5.333333333,1472.017041,1446.098238,0
0,1,2,1,2,85,82,3,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2.65625,5.333333333,1490.527796,1427.587483,1
0,1,2,2,1,86,82,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1466.943781,1451.171498,0
0,1,2,1,2,86,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.65625,5.333333333,1486.036479,1432.0788,0
0,1,2,1,2,86,84,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1462.955158,1455.160121,1
0,1,2,2,1,87,84,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1442.506515,1475.608764,0
0,1,2,1,2,87,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65625,5.333333333,1464.406289,1453.70899,0
